brand_name,active_ingredient,strength
Chemists' Own Sleep Aid,Doxylamine Succinate,25 Mg
Sun Glazed Spf 30 Sunscreen Glow Oil,Sun Glazed Spf 30 Sunscreen Glow Oil,
Idarubicin Injection,Idarubicin,10 Mg/10 Ml
Bioglan,Magnesium + Ashwagandha,
Thompson's Immunofort,Thompson's Immunofort,
Swisse Ultiboost Lutein Eye Health+,Swisse Ultiboost Lutein Eye Health+,
Thompson's One-A-Day Bilberry 12000,Thompson's One-A-Day Bilberry 12000,
Thompson's Immune Protect Tablet,Thompson's Immune Protect Tablet,
Thompson's One-A-Day Echinacea 4000,Echinacea,
Ezz Heart Health Trans,Ezz Heart Health Trans,
Wood Lock Liniment Extra Strength,Wood Lock Liniment Extra Strength,
Idarubicin Injection,Idarubicin,5 Mg/5 Ml
Idarubicin,Idarubicin,10 Mg/10 Ml
Ao Prostate Health Plus,Ao Prostate Health Plus,
Fungal Pancreatin 1x,Fungal Pancreatin 1x,
Epirubicin,Epirubicin,10 Mg/5 Ml
Doxorubicin,Doxorubicin,50 Mg/25 Ml
Cytarabine,Cytarabine,2 G/20 Ml
Terrosa,Teriparatide (Rbe),250 Microgram/Ml
Trans Wood Lock Liniment,Trans Wood Lock Liniment,
Cytarabine,Cytarabine,100 Mg/5 Ml
Bilberry And Lutein,Bilberry And Lutein,
Isotonix Multivitamin,Isotonix Multivitamin,
Isotonix Vitamin C,Isotonix Vitamin C,
Eylea,Aflibercept,114.3 Mg/Ml
Relfydess,Relabotulinumtoxin A,100 Units/Ml
Eye Defence,Eye Defence,
Mediherb L-Phase,L-Phase,
Vital Vegan Omega-3,Omega-3,
Thompson's B Complex,B Vitamins,
Vital Astaxanthin Age Defying,Astaxanthin,
Emuflam,Emu Oil,
Momcal,Calcium Carbonate,500 Mg
Grace Garlic,Garlic Extract,
Spectra E,Vitamin E,
Zinner,Zinner,
Blackmores Lacta Well Softgel,Blackmores Lacta Well Softgel,
Perdays Breastfeeding Probiotic & Vitamin D,Perdays Breastfeeding Probiotic & Vitamin D,
Thompson's Mood Support,Thompson's Mood Support,
Biosource Curcumin,Curcumin,600 Mg
Pharmacy Health Curcumin,Curcumin,600 Mg
Suflex,Suflex,
Zifam Era,Zifam Era,
Dn Testosterone Advz 1000,Testosterone Undecanoate,1000 Mg/4 Ml Oily Solution For Injection
Sitaglo-Met 50/500,Sitagliptin (As Hydrochloride Monohydrate) / Metformin Hydrochloride,50 Mg / 500 Mg
Sitaglo-Met 50/850,Sitagliptin (As Hydrochloride Monohydrate) / Metformin Hydrochloride,50 Mg / 850 Mg
Sitaglo-Met,Sitagliptin (As Hydrochloride Monohydrate) / Metformin Hydrochloride,50 Mg / 1000 Mg
Kids' Nutrient Ninja,Kids' Nutrient Ninja,
Eagle Joint Ease,Eagle Joint Ease,
Ostelin Cal-Dk2,Ostelin Cal-Dk2,
Mood Support,Mood Support,
Eagle Clinical Calmag Complete,"Calcium, Magnesium",
Oriental Botanicals Kids' Nutrient Ninja,Vitamins And Minerals,
Quatrefolic Cartidyss Plus,Quatrefolic,
Medreich Cold & Flu Relief Pe Day & Night Tablet Blister Pack,"Paracetamol, Phenylephrine, Diphenhydramine",
Eagle Clinical Mag Pro,Magnesium,
Nutra-Life Magnesium Sleep,Magnesium,
Osteoflam Plus,Osteoflam Plus,
Supravit,Supravit,
Prostate Plus,Prostate Plus,
Super Lecithin,Lecithin,1200 Mg
Vitamin E,Vitamin E,
Squalene,Squalene,
Ashwagandha Sleep,Ashwagandha Sleep,
Elderberry Flavour,Elderberry Flavour,
Caffeine Energy,Caffeine,
Lemon & Lime Flavour,Lemon & Lime Flavour,
Para Tone,Para Tone,
Aesop Protective Facial Lotion Spf50,Aesop Protective Facial Lotion Spf50,
Novadac Once Daily Gel,Clindamycin (As Phosphate) / Benzoyl Peroxide,1% W/W / 5% W/W
Women's Essentials Bioglan Rhodiola Fatigue Fighter,Rhodiola,
Nutra-Life Probiotica Extra Care,Nutra-Life Probiotica Extra Care,
Banana Boat Ultra Light Face Fluid Sunscreen Lotion Spf 50+,Banana Boat Ultra Light Face Fluid Sunscreen Lotion Spf 50+,
Super X 66 Honey,Super X 66 Honey,
Biogency Vitamin C Chewable Tablets,Vitamin C,
Microshield Antiseptic Hand Rub Solution,Alcohol,
Swisse Ultiboost Men's Vitality,Swisse Ultiboost Men's Vitality,
Vincristine Sulfate,Vincristine,1 Mg/1 Ml
Doxorubicin,Doxorubicin,10 Mg/5 Ml
Epirubicin,Epirubicin,10 Mg/5 Ml
Epirubicin,Epirubicin,50 Mg/25 Ml
Doxorubicin,Doxorubicin,50 Mg/25 Ml
Cytarabine,Cytarabine,500 Mg/25 Ml
Leucovorin Calcium,Leucovorin Calcium,50 Mg/5 Ml
Hummingbud Sandy Bay,24% Thc,
Sleep {well},Sleep {well},
Arofen 12 Hour Extended Release Tablet,Ibuprofen,600 Mg
Vita - Kid,Vita - Kid,
Menofem,Menofem,
Medichoice Dry Cough Medicine Honey,Honey,750 Mg/5 Ml
Ozhealth Premium Multivitamin,Multivitamins,
Invisible Zinc Sheer Defence Tinted Moisturiser,Zinc Oxide,Spf 50
Invisible Zinc Sheer Defence Tinted Moisturiser Spf50 Light,Zinc Oxide,
Invisible Zinc Sheer Defence Facial Moisturiser Spf50,Zinc Oxide,
Collagenix Beauty Dust,Collagen,
Bondi Sands Hydra Uv Protect Spf 50+ Face Gel,"Avobenzone, Homosalate, Octisalate, Octocrylene, Oxybenzone",
Noidecs T25:C25,Noidecs T25:C25,
10:10 Medicinal Cannabis Oil,Cannabis Extract,30 Ml
Doxorubicin Injection,Doxorubicin Hydrochloride,10 Mg/5 Ml
Healthy Care Glutathione Brighten Ultra,Glutathione,
Microgenics Vitamin C 1000 Non Acidic,Vitamin C (Ascorbic Acid),1000 Mg
Ebglyss,Lebrikizumab,250 Mg/2 Ml
Thompson's Glucosamine & Chondroitin With Boron,Glucosamine And Chondroitin,
Thompson's All-In-One Joint Pain Relief,Thompson's All-In-One Joint Pain Relief,
Omega 369,Omega 369,
Coloxyl Macrogol For Children,Macrogol 4000,4g Powder For Oral Solution Sachets
Vernic,Varenicline (As Tartrate),0.5 Mg Tablet And 1 Mg Tablet Composite Blister Pack
Adevaya Australia Immune & Respiratory Health,Adevaya Australia Immune & Respiratory Health,
Adevaya Australia Bebright,Adevaya Australia Bebright,
Perindoarg Combi 5/1.25,Perindopril Arginine And Indapamide Hemihydrate,5 Mg And 1.25 Mg
Fem2b+ Gla 120,Fem2b+ Gla 120,
Epirubicin Injection,Epirubicin,50 Mg/25 Ml
Idarubicin Injection,Idarubicin,5 Mg/5 Ml
Doxorubicin Injection,Doxorubicin,10 Mg/5 Ml
Doxorubicin Injection,Doxorubicin,50 Mg/25 Ml
Cisplatin Injection,Cisplatin,10 Mg/10 Ml
Cisplatin Injection,Cisplatin,50 Mg/50 Ml
Cisplatin Injection,Cisplatin,50 Mg/50 Ml
Bondi Sands Sport Wet Skin Spf 50,Bondi Sands Sport Wet Skin Spf 50,
Pharmacor Sitagliptin/Metformin,Sitagliptin (As Hydrochloride Monohydrate) / Metformin Hcl,50 Mg / 500 Mg
Pharmacor Sitagliptin/Metformin,Sitagliptin (As Hydrochloride Monohydrate) / Metformin Hcl,50 Mg / 850 Mg
Pharmacor,Sitagliptin (As Hydrochloride Monohydrate) / Metformin Hcl,50 Mg / 1000 Mg
Btc Fenofibrate,Fenofibrate,145 Mg
Apx-Teriflunomide,Teriflunomide,14 Mg
Beachfox Spf 50+ Daily Coconut Sunscreen,Beachfox Spf 50+ Daily Coconut Sunscreen,
Beachfox Spf 50+ Daily Lime Sunscreen,Beachfox Spf 50+ Daily Lime Sunscreen,
Beachfox Spf 50+ Daily Grapefruit Sunscreen,Beachfox Spf 50+ Daily Grapefruit Sunscreen,
Beachfox Spf 50+ Daily Vanilla Sunscreen,Beachfox Spf 50+ Daily Vanilla Sunscreen,
The Prenatal Rampage,The Prenatal Rampage,
Orisupp Health Care Coq10,Coenzyme Q10,150 Mg
Bonnie House Organic Roman Chamomile Oil,Bonnie House Organic Roman Chamomile Oil,
Frequent Flyer Immunity Boost,Frequent Flyer Immunity Boost,
Gaseze,Gaseze,
Mega 3 Chewable,Mega 3 Chewable,
Blooms Celecoxib,Celecoxib,100 Mg
Sun Zapper Extreme Sports Mesh,Zinc Oxide,Spf 50+
Eagle Clinical Tresos Pro Natal,Vitamins And Minerals,
Ezz Brain Focus Superblend,"N-Acetyl L-Tyrosine, Citicoline, Bacopa Monnieri, Rhodiola Rosea",
MVL Medi Vascular And Liver Signature,Mvl Medi Vascular And Liver Signature,
Nature's Way B12 Energy Quick Chews,Vitamin B12,
Blooms Celecoxib,Celecoxib,200mg
Evening Primrose Oil,Evening Primrose Oil,
Cenovis Cold Sore Complex,Cenovis Cold Sore Complex,
Ultrabiotic 45,Ultrabiotic 45,
Swisse Ultivite For Men,Swisse Ultivite For Men,
Trim Women'S Multivitamin,Trim Women'S Multivitamin,
Abrysvo,Recombinant Respiratory Syncytial Virus Pre-Fusion F Protein,120 Microgram/0.5 Ml
Ashwagandha,Ashwagandha,7500 Mg
Doterra Metapwr Advantage,Doterra Metapwr Advantage,
Sb Floraid,Sb Floraid,
Noumed Duo Thrush Treatment,Fluconazole,150 Mg
Noumed Duo Thrush Treatment,Clotrimazole,10 Mg/G
Pharmacy Choice Thrush One Dose + Cream,Fluconazole,150 Mg
Pharmacy Choice Thrush One Dose + Cream,Clotrimazole,10 Mg/G
Pharmacy Health Duo Thrush Treatment,Fluconazole,150 Mg
Pharmacy Health Duo Thrush Treatment,Clotrimazole,10 Mg/G
Priceline Pharmacy Duo Thrush Treatment,Fluconazole,150 Mg
Priceline Pharmacy Duo Thrush Treatment,Clotrimazole,10 Mg/G
Terrywhite Chemmart Duo Thrush Treatment,Fluconazole,150 Mg
Terrywhite Chemmart Duo Thrush Treatment,Clotrimazole,10 Mg/G
Antioxidant Sustained Release,Antioxidant Sustained Release,
Spikevax Bivalent Original/Omicron Ba.4-5,Elasomeran/Davesomeran,0.1 Mg/Ml
Super Max,Policosanol,20 Mg
Leucovorin Calcium Injection,Leucovorin Calcium,50 Mg/5 Ml
Cisplatin Injection,Cisplatin,50 Mg/50 Ml
Nature's Way Kids Smart Vita Gummies Calcium + Vitamin D,"Calcium, Vitamin D",
Hydrate Tropical,Hydrate Tropical,
"Nature’s Way Beauty Hair, Scalp, Skin & Nails","Biotin, Zinc, Vitamin C",
Swisse Ultiboost Liver Detox+,"Artichoke, Milk Thistle, Turmeric",
EZZ Liver Tonic,EZZ Liver Tonic,
Cnf Relief Formula,Yin Qiao Sang Ju Gan Mao Ling,
Peony And Atractylodes Combination,Tong Xie Yao Fang,
Rehmannia Eight Vitality Formula,Rehmannia Eight Vitality Formula,
Rehmannia Eight Formula,Fu Gui Ba Wei Wan,
Priceline Pharmacy Chesty Cough Relief Forte,Bromhexine Hydrochloride,8 Mg
Pharmacy Health Chesty Cough Relief Forte,Bromhexine Hydrochloride,8 Mg
Age Less Xfactor,Age Less Xfactor,
Nature’s Way High Strength Adult Vita Gummies Triple Immune Support,Nature’s Way High Strength Adult Vita Gummies Triple Immune Support,
Biogency Cranberry,Biogency Cranberry,
Terrywhite Chemmart Chesty Cough Forte,Bromhexine Hydrochloride,8 Mg
Pharmacy Choice Chesty Cough Forte,Bromhexine Hydrochloride,8 Mg
Adevaya Australia Eyebright,Adevaya Australia Eyebright,
Adevaya Australia Neoskin,Adevaya Australia Neoskin,
Adevaya,Adevaya,
Australia Hairgro,Australia Hairgro,
Protec Daily Defenders,Protec Daily Defenders,
Great Protectors,Great Protectors,
Maple,Maple,
Dexchlorpheniramine Allergy,Dexchlorpheniramine Maleate,2 Mg Tablet Blister Pack
Actavanz,Lisdexamfetamine Dimesilate,30 Mg
Actavanz,Lisdexamfetamine Dimesilate,50 Mg
Eagle Mag Restore Tablets,Eagle Mag Restore Tablets,
Ultrabiotic 60,Ultrabiotic 60,
Inner Health Kids,Inner Health Kids,
Chemist's Own Hayfever & Skin Allergy Relief,Dexchlorpheniramine Maleate,2 Mg
Actavanz,Lisdexamfetamine Dimesilate,60 Mg
Actavanz,Lisdexamfetamine Dimesilate,40 Mg
Actavanz,Lisdexamfetamine Dimesilate,20 Mg
Actavanz,Lisdexamfetamine Dimesilate,70 Mg
Ubiquinol Forte Biotin Formula,Ubiquinol,300 Mg
Biotin,Biotin,2500 Mcg
Augmentin Duo,Amoxicillin 500mg (As Trihydrate) & Clavulanic Acid 125mg (As Potassium Clavulanate),
Augmentin Duo Forte,Amoxicillin & Clavulanic Acid,
New Zealand Cancer Society Daily Face 3-In-1 Spf50,New Zealand Cancer Society Daily Face 3-In-1 Spf50,
Thompson's B Complex Plus Herbs,Thompson's B Complex Plus Herbs,
Nutra-Life Beauty Collagen+ 7 In 1,Nutra-Life Beauty Collagen+ 7 In 1,
Thompson's One-A-Day Vitex 1500,Thompson's One-A-Day Vitex 1500,
Natural Clear Zinc Sunscreen Stick,Natural Clear Zinc Sunscreen Stick,
Medsurge Metronidazole,Metronidazole,400 Mg
Metronidazole Medicianz,Metronidazole,400 Mg
Garlic Allium Complex,Garlic Allium Complex,
L-Histidine,L-Histidine,
Piptaz Medicianz,Piperacillin (As Sodium) 2 G / Tazobactam (As Sodium) 0.25 G,2 G/0.25 G
Piptaz Medicianz,Piperacillin (As Sodium) 4 G / Tazobactam (As Sodium) 0.5 G,4 G/0.5 G
Rejunon,Testosterone Undecanoate,1000 Mg In 4 Ml Oily Solution
Metronidazole Medsurge,Metronidazole,200 Mg Tablet
Metronidazole Medicianz,Metronidazole,200 Mg Tablet
Metronidamed,Metronidazole,200 Mg Tablet
Metronidamed,Metronidazole,400 Mg Tablet
Mounjaro,Tirzepatide,10 Mg/0.5 Ml
Mounjaro,Tirzepatide,15 Mg/0.5 Ml
Mounjaro,Tirzepatide,2.5 Mg/0.5 Ml
Hawaiian Tropic Silk Hydration Mineral Zinc Sunscreen Lotion Spf 50+,Hawaiian Tropic Silk Hydration Mineral Zinc Sunscreen Lotion Spf 50+,
Nutra-Life Magnesium Rapid Melt,Nutra-Life Magnesium Rapid Melt,
Piptaz Medsurge,Piperacillin And Tazobactam,2 G / 0.25 G
Piptaz Medsurge,Piperacillin And Tazobactam,4 G / 0.5 G
Mounjaro,Tirzepatide,5 Mg / 0.5 Ml
Mounjaro,Tirzepatide,7.5 Mg / 0.5 Ml
Mounjaro,Tirzepatide,12.5 Mg / 0.5 Ml
Activated Probiotics Biome Lax,Activated Probiotics Biome Lax,
Blackmores Bio Zinc,Zinc,
Essential Advanced Skin Repair + Collagen Us,Collagen,
Swisse Ultiboost Odorless High Strength Omega-3 Concentrated Wild Fish Oil Eye And Vision Strong,Omega-3,
Nature’s Way Kids Smart High Strength Vita Gummies Triple Immune Support,Nature’s Way Kids Smart High Strength Vita Gummies Triple Immune Support,
Banana Boat Baby Zinc Sunscreen Lotion SPF 50+,Zinc Oxide,SPF 50+
Sambuvy Black Elderberry Original,Black Elderberry Extract,
Good Morning SPF50 Daily Face Sunscreen Lotion,Zinc Oxide,SPF 50
Good Morning SPF50 Daily Face Sunscreen Lotion Fragrance Free,Zinc Oxide,SPF 50
Soothe + Calm System,Soothe + Calm System,
Hepcludex,Bulevirtide (As Acetate),2 Mg Powder For Injection Vial
Cisplatin Injection,Cisplatin,50 Mg/50 Ml
Cisplatin Injection,Cisplatin,100 Mg/100 Ml
Cisplatin Injection,Cisplatin,10 Mg/10 Ml
Pantothenic B5,Pantothenic B5,
Atovacue,Atovaquone,750 Mg/5 Ml
La Roche Posay Laboratoire Dermatologique Anthelios Spf50+ Invisible Spray,La Roche Posay Laboratoire Dermatologique Anthelios Spf50+ Invisible Spray,
Ultra Nature Sleep & Stress,Ultra Nature Sleep & Stress,
Vitra A-Z Complete,Vitra A-Z Complete,
Cisplatin Injection,Cisplatin,10 Mg/10 Ml
Sg Swisse Ultiboost Male Vitality,Sg Swisse Ultiboost Male Vitality,
Cisplatin Injection,Cisplatin,50 Mg/50 Ml
Thompson's Vitamin C,Vitamin C,500 Mg
Thompson's Vitamin C,Vitamin C,1000 Mg
Wanderlust Echinacea + Astragalus,"Echinacea, Astragalus",
Magox,Magnesium Oxide,
Cleanse Ultra,Cleanse Ultra,
Nature Selancy Men,Nature Selancy Men,
Perindopril Arginine Sandoz,Perindopril Arginine,2.5 Mg
Perindopril Arginine Sandoz,Perindopril Arginine,5 Mg
Perindopril Arginine Sandoz,Perindopril Arginine,10 Mg
Perindoarg 2.5,Perindopril Arginine,2.5 Mg
Perindoarg 5,Perindopril Arginine,5 Mg
Perindoarg 10,Perindopril Arginine,10 Mg
Clear Skincare S50 Sunscreen Spf50+,Clear Skincare S50 Sunscreen Spf50+,
Cisplatin Injection,Cisplatin,50 Mg/50 Ml
Cisplatin Injection,Cisplatin,10 Mg/10 Ml
Xativa,Xativa,50 Mg
Awiqli,Insulin Icodec,700 U In 1 Ml
Awiqli,Insulin Icodec,700 U In 1 Ml
Pharmacy Action Pharmisil,Terbinafine Hydrochloride,10 Mg/G
Belrose Kangaroo Essence With Maca,Belrose Kangaroo Essence With Maca,
Dymista Allergy,Azelastine (As Hydrochloride) And Fluticasone Propionate,125 Microgram/Actuation And 50 Microgram/Actuation
Methotrexate Injection,Methotrexate,500 Mg/20 Ml
Cisplatin Injection,Cisplatin,10 Mg/10 Ml
Ginsenox UV Defence Daily Lotion SPF 50+,Ginsenox UV Defence Daily Lotion SPF 50+,
Biostime Mamabiotic Plus,Biostime Mamabiotic Plus,
Premium Women's Iron,Iron,
PFL 15 Bee Propolis Veg Capsules,Bee Propolis,
PFL 30 Bee Propolis Veg Capsules,Bee Propolis,
Nmn 250Mg Plus Resveratrol Capsules,"Nicotinamide Mononucleotide, Resveratrol",250 Mg
Biogency Synext,Biogency Synext,
Arborvitae,Arborvitae,
Modex,Modex,
Re:focus,Re:focus,
Tribiotic Gut Shield,Tribiotic Gut Shield,
Bergamale,Bergamale,
Bright Kids Saga,Bright Kids Saga,
Dexchlorpheniramine Allergy,Dexchlorpheniramine Maleate,2 Mg Tablet
Azacitidine Eugia,Azacitidine,100 Mg Powder For Injection Vial
Azacitidine Epsl,Azacitidine,100 Mg Powder For Injection Vial
Eug-Azacitidine,Azacitidine,100 Mg Powder For Injection Vial
Chemists' Own Anti-Inflammatory Pain Relief Rapid 25,Diclofenac Potassium,25 Mg Tablet Blister Pack
Apohealth Anti-Inflammatory Pain Relief Rapid 25,Diclofenac Potassium,25 Mg Tablet Blister Pack
Admed,Ibuprofen,200 Mg Film Coated Tablet Blister Pack
Budenofalk,Budesonide,4 Mg Suppository Strip Pack
Loxalate,Escitalopram Oxalate,10mg
Loxalate,Escitalopram Oxalate,20mg
Swisse Ultiboost Lung Health Support,Swisse Ultiboost Lung Health Support,
Swisse Ultiboost Clinical Strength Deep Sea Krill Oil Healthy Skin Support,Swisse Ultiboost Clinical Strength Deep Sea Krill Oil Healthy Skin Support,
Msm Thaind,Msm Thaind,
Swisse Ultivite Essential Multivitamin Formula,Multivitamins And Minerals,
Mediherb Curcuma Forte,Curcumin,
Pea Vitrum,Pea Vitrum,
Mediherb Curcuma Forte,Curcumin,
Mvl Medi Vascular And Liver Forte,Mvl Medi Vascular And Liver Forte,
Doterra Metapwr Assist,Doterra Metapwr Assist,
Higher Being - Healing Medicinal Mushroom And Adaptogen Tonic,Higher Being - Healing Medicinal Mushroom And Adaptogen Tonic,
Swisse Men's Vitality,Swisse Men's Vitality,
Privigen,Normal Immunoglobulin (Human),"100 G/L, 10% Solution"
Lantus,Insulin Glargine,
Rifampicin,Rifampicin,300 Mg
Bulk Ultra Nature Iron Advanced,Iron,
Blackmores Vitamin D3,Cholecalciferol,1000 IU
Hey Sister! Menopause,Hey Sister! Menopause,
Hey Sister! Period,Hey Sister! Period,
Pirfenidone Dr Reddy's,Pirfenidone,801 Mg
Pirfenidone Dr Reddy's,Pirfenidone,267 Mg
Ppc40000,Ppc40000,
Hyrimoz,Adalimumab,20 Mg/0.2 Ml
Bright Skin Glutathione+,Bright Skin Glutathione+,
Firm Skin Astaxanthin+,Firm Skin Astaxanthin+,
Hairgro Herbs & Biotin+,Hairgro Herbs & Biotin+,
Kynd Briteeye Bilberry+,Kynd Briteeye Bilberry+,
Enteromend,Enteromend,
Eincardio,Eincardio,
Noumed Phenobarbitone,Phenobarbital,30 Mg
Swisse Beauty Dual Skin Regeneration,Swisse Beauty Dual Skin Regeneration,
Pfl 15 Bee Propolis Extract,Bee Propolis,
Magnesium Advanced,Magnesium,
Magnesium Excel,Magnesium,
Cosmedi Repair,Cosmedi Repair,
Heavenly Beauty,Heavenly Beauty,
Rosie,Ethinylestradiol/Drospirenone,20 Microgram/3 Mg
Rosalee,Drospirenone/Ethinylestradiol,3 Mg/30 Micrograms
Blooms The Chemist Olmesartan,Olmesartan Medoxomil,20 Mg
Blooms The Chemist Olmesartan,Olmesartan Medoxomil,40 Mg
Acne Supplement,Acne Supplement,
Advanced Joint Pain Relief Tablets,Advanced Joint Pain Relief Tablets,
Ultra Co Q10 Max,Coenzyme Q10,150 Mg
High Strength Astaxanthin Capsules,Astaxanthin,
Super Lecithin 1200mg Capsules,Lecithin,1200 Mg
Talzenna,Talazoparib,0.1 Mg
Apixaban Cipla,Apixaban,5 Mg
Cip Apixaban,Apixaban,2.5 Mg
Cip Apixaban,Apixaban,5 Mg
Xabanil,Apixaban,2.5 Mg
Xabanil,Apixaban,5 Mg
Talzenna,Talazoparib,0.35 Mg
Talzenna,Talazoparib,0.5 Mg
Apixaban Cipla,Apixaban,2.5 Mg
Activated B12 6000,Activated B12 6000,
Restasis,Restasis,
Maxalt Migraine Relief,Rizatriptan,5 Mg
New Zealand Cancer Society Kids Pure Spf50 Sun Lotion,New Zealand Cancer Society Kids Pure Spf50 Sun Lotion,
Noumed Chesty Cough Forte,Bromhexine Hydrochloride,8 Mg
Hyrimoz,Adalimumab,40 Mg/0.4 Ml
Hyrimoz,Adalimumab,40 Mg/0.4 Ml
Man Vitality+,Apixaban,2.5 Mg Tablet Blister Pack
Liver Cleanse,Apixaban,5 Mg Tablet Blister Pack
Lorazepam-Aft,Lorazepam,4 Mg/1 Ml Solution For Injection Ampoule
Dawn To Dusk Spf 50+,Dawn To Dusk Spf 50+,
Cognisense Pro,Cognisense Pro,
Pharmacy Choice Promethazine 25,Promethazine Hydrochloride,25 Mg
Terrywhite Chemmart Promethazine 25,Promethazine Hydrochloride,25 Mg
Priceline Pharmacy Promethazine 25,Promethazine Hydrochloride,25 Mg
Hyrimoz,Adalimumab,80 Mg/0.8 Ml
Hyrimoz,Adalimumab,80 Mg/0.8 Ml
Nature’s Way Kids Smart High Strength Vita Gummies Multi-Vitamin + Iron,Nature’s Way Kids Smart High Strength Vita Gummies Multi-Vitamin + Iron,
Thompson's One-A-Day Ultra Cranberry 60000,Thompson's One-A-Day Ultra Cranberry 60000,
Nature’s Way Kids Smart High Strength Vita Gummies Vitamin D3 500 IU,Nature’s Way Kids Smart High Strength Vita Gummies Vitamin D3 500 IU,
Scemblix,Asciminib (As Hydrochloride),40 Mg
Scemblix,Asciminib (As Hydrochloride),20 Mg
Sleep Easy,Sleep Easy,
Sleep Fast,Sleep Fast,
Sustained Sleep,Sustained Sleep,
"Wanderlust Hair, Skin & Nails Marine Collagen","Wanderlust Hair, Skin & Nails Marine Collagen",
Pharmacy Health Promethazine,Promethazine Hydrochloride,25 Mg
Pharmacy Choice Children's Paracetamol Infant Drops 1 Month To 2 Years,Paracetamol,100 Mg/Ml
Btc Pantoprazole,Pantoprazole,20 Mg
Btc Pantoprazole,Pantoprazole,40 Mg
Blooms Escitalopram,Escitalopram,10 Mg
Blooms Escitalopram,Escitalopram,20 Mg
Eagle Clinical Ubiquinol Forte,Ubiquinol,150 Mg
Nature’s Way Extra Strength Zinc,Zinc,40 Mg
Imrex Zinclears01,Imrex Zinclears01,
Truqap,Capivasertib,200 Mg
Truqap,Capivasertib,160 Mg
Vancomycin Juno,Vancomycin,500 Mg
Varenicline Viatris,Varenicline (As Tartrate),0.5 Mg Tablet And 1 Mg Tablet Composite Blister Pack
Hair Growth Supplement,Hair Growth Supplement,
Calibrate Reds,Calibrate Reds,
Thompson's Ultra C 1000,Thompson's Ultra C 1000,
Ausfebis,Ausfebis,
Deep Sleep + Debloat & Digestion,Deep Sleep + Debloat & Digestion,
Nutra-Life Liver Guard,Nutra-Life Liver Guard,"56,000"
Algotene Ii,Algotene Ii,
Zma,Zma,
Phebra,Bupivacaine Hydrochloride With Adrenaline,"Bupivacaine 0.25% With Adrenaline 1:400,000"
,Bupivacaine Hcl With Adrenaline,50 Mg/20 Ml With Adrenaline 50 Microgram/20 Ml Solution For Injection Vial
Vancomycin Juno,Vancomycin (As Hydrochloride),1 G Powder For Injection
Adevaya Australia Nmn+,Adevaya Australia Nmn+,"200,000 Mcg"
Top Life Immuni C 1600 Max,Top Life Immuni C 1600 Max,
Spring Leaf Vitamin C 1000mg Complex Chewable,Spring Leaf Vitamin C 1000mg Complex Chewable,
Verinx,Varenicline (As Tartrate),0.5 Mg Tablet
Verinx,Varenicline (As Tartrate),1 Mg Tablet
Curcumin Gold Kids Bone Growth,Curcumin Gold Kids Bone Growth,
Pharmacy Health Ibuprofen Sodium,Ibuprofen Sodium,256 Mg
Priceline Ibuprofen Sodium,Ibuprofen Sodium,256 Mg
Pharmacy Health Low Dose Aspirin,Aspirin,100 Mg
Elrexfio,Elranatamab,44 Mg/1.1 Ml
Elrexfio,Elranatamab,76 Mg/1.9 Ml
Multi-Min,Multi-Min,
Oyster Pro,Oyster Pro,
Jshealth Vitamins Fish Oil,Fish Oil,
Nature's Greenway Propolis 500,Propolis,
Swisse Ultiboost Glucosamine Sulfate+,Glucosamine Sulfate,
Swisse Ultiboost High Strength Cranberry,Cranberry,
Pharmacy Health Fluconazole One,Fluconazole,150 Mg
Priceline Pharmacy Fluconazole One,Fluconazole,150 Mg
Pulmicort,Budesonide,0.25 Mg/Ml
Pulmicort,Budesonide,0.50 Mg/Ml
Nature'S Way Beauty Skin Hydration Shot,Nature'S Way Beauty Skin Hydration Shot,
Nature'S Sunshine Super Activated B Complex,Nature'S Sunshine Super Activated B Complex,
Nourex Professional,Vitamin B3,500 Mg
